"Replicate.Name","Column","Area.Value","Mz.Value","RT.Value","SN.Value","Alignment.ID","Metabolite.Name","Adduct.type","MS.MS.assigned","Reference.RT","Reference.m.z","Comment","S.N.average","Spectrum.reference.file.name"
"171009_Smp_DSW700m_2","HILICNeg",20135,662.104,11.959,2.849684,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Smp_DSW700m_3","HILICNeg",8291,662.104,11.436,2.024052,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Smp_IL1Control5um_1","HILICNeg",249643,662.104,11.998,33.29079,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Smp_IL1Control5um_2","HILICNeg",172615,662.104,11.901,25.79967,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Smp_IL1Control5um_3","HILICNeg",344104,662.104,12.063,32.65102,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Smp_IL1DMB5um_1","HILICNeg",87571,662.104,11.962,15.25029,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Smp_IL1DMB5um_2","HILICNeg",282326,662.104,11.947,39.45148,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Smp_IL1DMB5um_3","HILICNeg",229695,662.104,11.988,36.8948,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Smp_IL1DMBnoBT5um_1","HILICNeg",796292,662.104,11.939,1148.107,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Smp_IL1DMBnoBT5um_2","HILICNeg",489090,662.105,11.965,33.75863,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Smp_IL1DMBnoBT5um_3","HILICNeg",491272,662.102,11.921,761.9507,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Smp_IL1DSW5um_1","HILICNeg",454299,662.104,12.003,774.7297,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Smp_IL1DSW5um_2","HILICNeg",523491,662.104,11.963,930.0377,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Smp_IL1DSW5um_3","HILICNeg",579116,662.102,11.921,848.3972,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Smp_IL1noBT5um_1","HILICNeg",452625,662.105,12.014,609.6856,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Smp_IL1noBT5um_2","HILICNeg",150901,662.104,12.034,25.56632,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Smp_IL1noBT5um_3","HILICNeg",636420,662.103,11.943,960.317,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Smp_IL1WBT5um_1","HILICNeg",162237,662.104,11.829,23.6905,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Smp_IL1WBT5um_2","HILICNeg",320359,662.104,11.963,42.7023,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Smp_IL1WBT5um_3","HILICNeg",165990,662.104,11.953,24.3223,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Smp_IT05um_1","HILICNeg",109829,662.104,11.893,13.55786,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Smp_IT05um_2","HILICNeg",0,662.104,0,0,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Smp_IT05um_3","HILICNeg",53624,662.104,11.946,7.012938,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Std_4uMStdinH20_1","HILICNeg",17478180,662.104,11.581,1362.678,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Std_4uMStdinH20_2","HILICNeg",25106548,662.103,11.621,1666.869,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Std_4uMStdinMatrix_1","HILICNeg",12421638,662.104,11.646,887.7319,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171009_Std_4uMStdinMatrix_2","HILICNeg",21850012,662.104,11.692,1535.071,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Blk_ProcessBlk_1","HILICNeg",0,662.104,0,0,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Blk_ProcessBlk_2","HILICNeg",16086,662.104,11.632,2.479458,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Blk_ProcessBlk_3","HILICNeg",0,662.104,0,-0.3242518,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Poo_Sept29QC_1","HILICNeg",179278,662.104,11.813,26.31184,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Poo_TruePooWeek3_Full1","HILICNeg",280974,662.104,11.824,43.06589,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Poo_TruePooWeek3_Full2","HILICNeg",274159,662.104,11.909,35.43048,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Poo_TruePooWeek3_Full3","HILICNeg",352552,662.104,11.859,38.2834,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Poo_TruePooWeek3_Full4","HILICNeg",386633,662.104,11.71,27.71224,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Poo_TruePooWeek3_Half1","HILICNeg",81494,662.104,11.801,12.30506,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Poo_TruePooWeek3_Half2","HILICNeg",61127,662.104,11.834,9.866794,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Poo_TruePooWeek3_Half3","HILICNeg",137470,662.104,11.801,17.19929,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Poo_TruePooWeek3_Half4","HILICNeg",183234,662.104,11.681,23.21857,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Poo_TruePooWeek3Neg_dda1","HILICNeg",328374,662.103,11.86,41.13022,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Poo_TruePooWeek3Neg_dda2","HILICNeg",324676,662.104,11.927,51.06181,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Poo_TruePooWeek3Neg_dda3","HILICNeg",363045,662.104,11.836,47.86821,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Poo_TruePooWeek3Neg_dda4","HILICNeg",373560,662.103,11.746,32.65382,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Smp_DSW700m_1","HILICNeg",22681,662.104,11.811,2.201032,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Smp_DSW700m_2","HILICNeg",0,662.104,0,0,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Smp_DSW700m_3","HILICNeg",10278,662.104,11.742,2.462017,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Smp_IL2Control_1","HILICNeg",90238,662.104,11.907,14.6014,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Smp_IL2Control_2","HILICNeg",235891,662.104,11.85,29.8479,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Smp_IL2Control_3","HILICNeg",193732,662.104,11.926,26.40951,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Smp_IL2DMB_1","HILICNeg",243652,662.104,11.941,30.21119,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Smp_IL2DMB_2","HILICNeg",296541,662.104,11.807,42.64261,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Smp_IL2DMB_3","HILICNeg",335638,662.104,11.843,42.0017,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Smp_IL2DMBnoBT_1","HILICNeg",475243,662.103,11.842,34.02823,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Smp_IL2DMBnoBT_2","HILICNeg",521469,662.103,11.914,53.4674,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Smp_IL2DMBnoBT_3","HILICNeg",453358,662.103,11.865,36.54584,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Smp_IL2DSW_1","HILICNeg",427716,662.104,11.895,48.34551,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Smp_IL2DSW_2","HILICNeg",458142,662.103,11.866,23.59097,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Smp_IL2DSW_3","HILICNeg",647088,662.104,11.822,37.98322,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Smp_IL2noBT_1","HILICNeg",646300,662.103,11.806,881.0897,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Smp_IL2noBT_2","HILICNeg",449653,662.103,11.862,43.09393,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Smp_IL2noBT_3","HILICNeg",227288,662.104,11.9,33.42203,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Smp_IL2WBT_1","HILICNeg",176632,662.104,11.953,19.70002,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Smp_IL2WBT_2","HILICNeg",220844,662.104,11.917,28.32129,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Smp_IL2WBT_3","HILICNeg",277240,662.104,11.81,38.10582,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Smp_IT0_1","HILICNeg",145473,662.104,11.833,25.63938,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Smp_IT0_2","HILICNeg",243867,662.104,11.923,33.53205,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Smp_IT0_3","HILICNeg",242985,662.104,11.921,33.05899,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Std_4uMStdinH20_1","HILICNeg",12293072,662.103,11.831,433.7271,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Std_4uMStdinH20_2","HILICNeg",24337252,662.103,11.564,2375.95,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Std_4uMStdinMatrix_1","HILICNeg",12164467,662.103,11.831,799.704,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171016_Std_4uMStdinMatrix_2","HILICNeg",22276110,662.103,11.64,29214.9,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Blk_ProcessBlk_1","HILICNeg",17825,662.104,11.739,2.433347,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Blk_ProcessBlk_2","HILICNeg",0,662.104,0,0,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Blk_ProcessBlk_3","HILICNeg",11185,662.104,12.077,2.597003,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Poo_Sept29QC_1","HILICNeg",556794,662.104,11.722,895.2059,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Poo_TruePooWeek4_Full1","HILICNeg",446690,662.103,11.78,745.2451,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Poo_TruePooWeek4_Full2","HILICNeg",328684,662.104,12.095,39.06002,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Poo_TruePooWeek4_Full3","HILICNeg",259001,662.104,11.939,31.12381,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Poo_TruePooWeek4_Full4","HILICNeg",335827,662.104,11.828,37.80135,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Poo_TruePooWeek4_Half1","HILICNeg",333049,662.104,11.758,40.44226,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Poo_TruePooWeek4_Half2","HILICNeg",164853,662.104,11.977,20.42521,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Poo_TruePooWeek4_Half3","HILICNeg",121355,662.104,11.897,15.10609,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Poo_TruePooWeek4_Half4","HILICNeg",195505,662.104,11.794,25.26524,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Poo_TruePooWeek4Neg_dda1","HILICNeg",478176,662.103,11.892,726.6393,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Poo_TruePooWeek4Neg_dda2","HILICNeg",331515,662.104,12.04,34.06181,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Poo_TruePooWeek4Neg_dda3","HILICNeg",369970,662.104,11.894,46.93042,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Poo_TruePooWeek4Neg_dda4","HILICNeg",392501,662.104,11.812,48.96022,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Smp_IL2Control5um_1","HILICNeg",438022,662.101,11.985,25.71852,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Smp_IL2Control5um_2","HILICNeg",316549,662.104,11.916,37.49208,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Smp_IL2Control5um_3","HILICNeg",579572,662.103,12.034,737.9983,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Smp_IL2DMB5um_1","HILICNeg",408360,662.104,11.992,603.2871,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Smp_IL2DMB5um_2","HILICNeg",356185,662.104,11.873,37.00599,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Smp_IL2DMB5um_3","HILICNeg",188698,662.104,11.941,26.53486,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Smp_IL2DMBnoBT5um_1","HILICNeg",341406,662.104,11.957,40.58548,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Smp_IL2DMBnoBT5um_2","HILICNeg",471652,662.103,11.965,691.866,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Smp_IL2DMBnoBT5um_3","HILICNeg",323240,662.104,11.92,40.91071,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Smp_IL2DSW5um_1","HILICNeg",275042,662.104,12.062,34.90186,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Smp_IL2DSW5um_2","HILICNeg",177823,662.104,12.002,21.42074,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Smp_IL2DSW5um_3","HILICNeg",271977,662.104,11.944,32.27143,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Smp_IL2noBT5um_1","HILICNeg",386298,662.104,11.851,45.59397,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Smp_IL2noBT5um_2","HILICNeg",434594,662.104,11.899,609.4339,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Smp_IL2noBT5um_3","HILICNeg",399405,662.101,12.044,619.5052,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Smp_IL2WBT5um_1","HILICNeg",340166,662.104,12.076,42.47402,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Smp_IL2WBT5um_2","HILICNeg",291634,662.104,12.066,41.16628,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Smp_IL2WBT5um_3","HILICNeg",343402,662.104,11.872,37.83741,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Smp_IT05um_1","HILICNeg",185493,662.104,11.915,26.0612,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Smp_IT05um_2","HILICNeg",140589,662.104,12.05,18.22232,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Smp_IT05um_3","HILICNeg",223374,662.104,12.021,25.08589,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Std_4uMStdinH20_1","HILICNeg",18595648,662.104,11.638,1110.069,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Std_4uMStdinH20_2","HILICNeg",25248982,662.103,11.599,32396.1,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Std_4uMStdinMatrix_1","HILICNeg",14139660,662.104,11.685,728.2672,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171023_Std_4uMStdinMatrix_2","HILICNeg",22351754,662.103,11.654,30233.68,"2014","NAD","[M-H]-","FALSE","11.537","662.10321","G;","3405.2","171002_Std_4uMStdinMatrix_1"
"171002_Blk_ProcessBlk_1","HILICNeg",8403,664.119,10.629,1.825873,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Blk_ProcessBlk_2","HILICNeg",0,664.119,0,0,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Blk_ProcessBlk_3","HILICNeg",0,664.119,0,0,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Poo_Sept29QC_1","HILICNeg",0,664.119,0,0,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Poo_TruePooWeek1_Full1","HILICNeg",0,664.119,0,0,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Poo_TruePooWeek1_Full2","HILICNeg",0,664.119,0,0,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Poo_TruePooWeek1_Full3","HILICNeg",10577,664.119,11.568,2.346868,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Poo_TruePooWeek1_Full4","HILICNeg",0,664.119,0,0,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Poo_TruePooWeek1_Half1","HILICNeg",0,664.119,0,0,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Poo_TruePooWeek1_Half2","HILICNeg",0,664.119,0,0,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Poo_TruePooWeek1_Half3","HILICNeg",0,664.119,0,0,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Poo_TruePooWeek1_Half4","HILICNeg",0,664.119,0,0,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Poo_TruePooWeek1Neg_dda1","HILICNeg",5347,664.119,11.512,2.104123,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Poo_TruePooWeek1Neg_dda2","HILICNeg",1898,664.119,11.277,1.413656,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Poo_TruePooWeek1Neg_dda3","HILICNeg",1984,664.119,11.591,1.321072,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Poo_TruePooWeek1Neg_dda4","HILICNeg",0,664.119,0,0,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Smp_IL1Control_1","HILICNeg",0,664.119,0,0,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Smp_IL1Control_2","HILICNeg",0,664.119,0,0,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Smp_IL1Control_3","HILICNeg",0,664.119,0,0,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Smp_IL1DMB_1","HILICNeg",19553,664.119,11.207,2.321975,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Smp_IL1DMB_2","HILICNeg",0,664.119,0,0,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Smp_IL1DMB_3","HILICNeg",0,664.119,0,0,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Smp_IL1DMBnoBT_1","HILICNeg",0,664.119,0,0,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Smp_IL1DMBnoBT_2","HILICNeg",11338,664.119,11.054,2.561967,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Smp_IL1DSW_1","HILICNeg",0,664.119,0,0,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Smp_IL1DSW_3","HILICNeg",0,664.119,0,0,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Smp_IL1noBT_1","HILICNeg",7838,664.119,11.517,1.734446,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Smp_IL1noBT_2","HILICNeg",0,664.119,0,0,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Smp_IL1noBT_3","HILICNeg",0,664.119,0,0,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
"171002_Smp_IL1WBT_1","HILICNeg",0,664.119,0,0,"2016","NADH","[M-H]-","FALSE","10.725","664.11871","G;","11899.98","171023_Std_4uMStdinH20_2"
